"name","producer","vintage","region","category","tww_opinion","slug"
"Charmes-Chambertin Grand Cru 2012","Domaine Armand Rousseau","2012","Bourgogne","Bourgogne","L'avis The Wine Watchers
Nous sélectionnons ce Charmes-Chambertin Grand Cru 2012 du Domaine Armand Rousseau pour la noblesse de son climat, la précision de son interprétation par le domaine et sa capacité à exprimer avec justesse l'identité de la Bourgogne. Plus qu'un simple symbole de prestige, il représente une rencontre rare entre un terroir d'exception, un savoir-faire exigeant et une expression singulière du Pinot Noir. Chaque millésime révèle une nouvelle lecture du lieu, avec cet équilibre entre profondeur, finesse et émotion qui fait des grands vins de Bourgogne des références intemporelles.","charmes-chambertin-grand-cru-2012-rousseau"
"Charmes-Chambertin Grand Cru 2016","Domaine Armand Rousseau","2016","Bourgogne","Bourgogne","L'avis The Wine Watchers
Nous sélectionnons ce Charmes-Chambertin Grand Cru 2016 du Domaine Armand Rousseau pour la noblesse de son climat, la précision de son interprétation par le domaine et sa capacité à exprimer avec justesse l'identité de la Bourgogne. Plus qu'un simple symbole de prestige, il représente une rencontre rare entre un terroir d'exception, un savoir-faire exigeant et une expression singulière du Pinot Noir. Chaque millésime révèle une nouvelle lecture du lieu, avec cet équilibre entre profondeur, finesse et émotion qui fait des grands vins de Bourgogne des références intemporelles.","charmes-chambertin-grand-cru-2016-rousseau"
"Charmes-Chambertin Grand Cru 2020","Domaine Armand Rousseau","2020","Bourgogne","Bourgogne","L'avis The Wine Watchers
Nous sélectionnons ce Charmes-Chambertin Grand Cru 2020 du Domaine Armand Rousseau pour la noblesse de son climat, la précision de son interprétation par le domaine et sa capacité à exprimer avec justesse l'identité de la Bourgogne. Plus qu'un simple symbole de prestige, il représente une rencontre rare entre un terroir d'exception, un savoir-faire exigeant et une expression singulière du Pinot Noir. Chaque millésime révèle une nouvelle lecture du lieu, avec cet équilibre entre profondeur, finesse et émotion qui fait des grands vins de Bourgogne des références intemporelles.","charmes-chambertin-2020-rousseau"
"Clos de La Roche Grand Cru 2013","Domaine Armand Rousseau","2013","Bourgogne","Bourgogne","L'avis The Wine Watchers
Nous sélectionnons ce Clos de la Roche 2013 du Domaine Armand Rousseau pour la noblesse de ses arômes, la précision de son interprétation par le domaine et sa capacité à exprimer avec justesse l'identité de la Bourgogne. Plus qu'un simple symbole de prestige, il représente une rencontre rare entre un terroir d'exception, un savoir-faire exigeant et une expression singulière du Pinot Noir. Chaque millésime révèle une nouvelle lecture du lieu, avec cet équilibre entre profondeur, finesse et émotion qui fait des grands vins de Bourgogne des références intemporelles.","clos-de-la-roche-grand-cru-2013-rousseau"
"Clos de La Roche Grand Cru 2014","Domaine Armand Rousseau","2014","Bourgogne","Bourgogne","L'avis The Wine Watchers
Nous sélectionnons ce Clos de la Roche 2014 du Domaine Armand Rousseau pour la noblesse de ses arômes, la précision de son interprétation par le domaine et sa capacité à exprimer avec justesse l'identité de la Bourgogne. Plus qu'un simple symbole de prestige, il représente une rencontre rare entre un terroir d'exception, un savoir-faire exigeant et une expression singulière du Pinot Noir. Chaque millésime révèle une nouvelle lecture du lieu, avec cet équilibre entre profondeur, finesse et émotion qui fait des grands vins de Bourgogne des références intemporelles.","clos-de-la-roche-grand-cru-2014"
"Clos de La Roche Grand Cru 2017","Domaine Armand Rousseau","2017","Bourgogne","Bourgogne","L'avis The Wine Watchers
Nous sélectionnons ce Clos de la Roche 2017 du Domaine Armand Rousseau pour la noblesse de ses arômes, la précision de son interprétation par le domaine et sa capacité à exprimer avec justesse l'identité de la Bourgogne. Plus qu'un simple symbole de prestige, il représente une rencontre rare entre un terroir d'exception, un savoir-faire exigeant et une expression singulière du Pinot Noir. Chaque millésime révèle une nouvelle lecture du lieu, avec cet équilibre entre profondeur, finesse et émotion qui fait des grands vins de Bourgogne des références intemporelles.","clos-de-la-roche-grand-cru-2017-rousseau"
"Clos de La Roche Grand Cru 2019","Domaine Armand Rousseau","2019","Bourgogne","Bourgogne","L'avis The Wine Watchers
Nous sélectionnons ce Clos de la Roche 2019 du Domaine Armand Rousseau pour la noblesse de ses arômes, la précision de son interprétation par le domaine et sa capacité à exprimer avec justesse l'identité de la Bourgogne. Plus qu'un simple symbole de prestige, il représente une rencontre rare entre un terroir d'exception, un savoir-faire exigeant et une expression singulière du Pinot Noir. Chaque millésime révèle une nouvelle lecture du lieu, avec cet équilibre entre profondeur, finesse et émotion qui fait des grands vins de Bourgogne des références intemporelles.","clos-de-la-roche-grand-cru-2019-rousseau"
"Clos de La Roche Grand Cru 2019","Domaine Armand Rousseau","2019","Bourgogne","Bourgogne","L'avis The Wine Watchers
Nous sélectionnons ce Clos de la Roche 2019 du Domaine Armand Rousseau pour la noblesse de ses arômes, la précision de son interprétation par le domaine et sa capacité à exprimer avec justesse l'identité de la Bourgogne. Plus qu'un simple symbole de prestige, il représente une rencontre rare entre un terroir d'exception, un savoir-faire exigeant et une expression singulière du Pinot Noir. Chaque millésime révèle une nouvelle lecture du lieu, avec cet équilibre entre profondeur, finesse et émotion qui fait des grands vins de Bourgogne des références intemporelles.","clos-de-la-roche-2019-rousseau"
"Gevrey-Chambertin""Clos St-Jacques"" 1er Cru 2016","Domaine Armand Rousseau","2016","Bourgogne","Bourgogne","L'avis The Wine Watchers
Nous sélectionnons ce Gevrey-Chambertin 1er Cru ""Clos St-Jacques"" 2016 du Domaine Armand Rousseau pour la noblesse de ses arômes, la précision de son interprétation par le domaine et sa capacité à exprimer avec justesse l'identité de la Bourgogne. Plus qu'un simple symbole de prestige, il représente une rencontre rare entre un terroir d'exception, un savoir-faire exigeant et une expression singulière du Pinot Noir. Chaque millésime révèle une nouvelle lecture du lieu, avec cet équilibre entre profondeur, finesse et émotion qui fait des grands vins de Bourgogne des références intemporelles.","gevrey-chambertin-clos-st-jacques-1er-cru-2016"
"Gevrey-Chambertin""Clos St-Jacques"" 1er Cru 2018","Domaine Armand Rousseau","2018","Bourgogne","Bourgogne","L'avis The Wine Watchers
Nous sélectionnons ce Gevrey-Chambertin 1er Cru ""Clos St-Jacques"" 2018 du Domaine Armand Rousseau pour la noblesse de ses arômes, la précision de son interprétation par le domaine et sa capacité à exprimer avec justesse l'identité de la Bourgogne. Plus qu'un simple symbole de prestige, il représente une rencontre rare entre un terroir d'exception, un savoir-faire exigeant et une expression singulière du Pinot Noir. Chaque millésime révèle une nouvelle lecture du lieu, avec cet équilibre entre profondeur, finesse et émotion qui fait des grands vins de Bourgogne des références intemporelles.","gevrey-chambertin-clos-st-jacques-1er-cru-2018"
"Gevrey-Chambertin""Clos St-Jacques"" 1er Cru 2020","Domaine Armand Rousseau","2020","Bourgogne","Bourgogne","L'avis The Wine Watchers
Nous sélectionnons ce Gevrey-Chambertin 1er Cru ""Clos St-Jacques"" 2020 du Domaine Armand Rousseau pour la noblesse de ses arômes, la précision de son interprétation par le domaine et sa capacité à exprimer avec justesse l'identité de la Bourgogne. Plus qu'un simple symbole de prestige, il représente une rencontre rare entre un terroir d'exception, un savoir-faire exigeant et une expression singulière du Pinot Noir. Chaque millésime révèle une nouvelle lecture du lieu, avec cet équilibre entre profondeur, finesse et émotion qui fait des grands vins de Bourgogne des références intemporelles.","gevrey-chambertin-clos-st-jacques-2020-rousseau"
"Gevrey-Chambertin""les Cazetiers"" 1er Cru 2020","Domaine Armand Rousseau","2020","Bourgogne","Bourgogne","L'avis The Wine Watchers :
Nous sélectionnons ce Gevrey-Chambertin 1er Cru ""Les Cazetiers"" 2020 du Domaine Armand Rousseau pour la noblesse de ses arômes, la précision de son interprétation par le domaine et sa capacité à exprimer avec justesse l'identité de la Bourgogne. Plus qu'un simple symbole de prestige, il représente une rencontre rare entre un terroir d'exception, un savoir-faire exigeant et une expression singulière du Pinot Noir. Chaque millésime révèle une nouvelle lecture du lieu, avec cet équilibre entre profondeur, finesse et émotion qui fait des grands vins de Bourgogne des références intemporelles.","gevrey-chambertin-les-cazetiers-2020-rousseau"
"Ruchottes Chambertin 2020","Domaine Armand Rousseau","2020","Bourgogne","Bourgogne","L'avis The Wine Watchers
Nous sélectionnons ce Ruchottes-Chambertin Grand Cru 2020 du Domaine Armand Rousseau pour la noblesse de ses arômes, la précision de son interprétation par le domaine et sa capacité à exprimer avec justesse l'identité de la Bourgogne. Plus qu'un simple symbole de prestige, il représente une rencontre rare entre un terroir d'exception, un savoir-faire exigeant et une expression singulière du Pinot Noir. Chaque millésime révèle une nouvelle lecture du lieu, avec cet équilibre entre profondeur, finesse et émotion qui fait des grands vins de Bourgogne des références intemporelles.","ruchottes-chambertin-2020-rousseau"
"Corton Grand Cru 2017 DRC","Domaine de la Romanée-Conti","2017","Bourgogne","Bourgogne","L'avis The Wine Watchers
Nous sélectionnons ce Corton Grand Cru 2017 du Domaine de la Romanée-Conti pour la noblesse de ses arômes, la précision de son interprétation par le domaine et sa capacité à exprimer avec justesse l'identité de la Bourgogne. Plus qu'un simple symbole de prestige, il représente une rencontre rare entre un terroir d'exception, un savoir-faire exigeant et une expression singulière du Pinot Noir. Chaque millésime révèle une nouvelle lecture du lieu, avec cet équilibre entre profondeur, finesse et émotion qui fait des grands vins de Bourgogne des références intemporelles.","corton-grand-cru-2017"
"Corton Grand Cru 2019 DRC","Domaine de la Romanée-Conti","2019","Bourgogne","Bourgogne","L'avis The Wine Watchers
Nous sélectionnons ce Corton Grand Cru 2019 du Domaine de la Romanée-Conti pour la noblesse de ses arômes, la précision de son interprétation par le domaine et sa capacité à exprimer avec justesse l'identité de la Bourgogne. Plus qu'un simple symbole de prestige, il représente une rencontre rare entre un terroir d'exception, un savoir-faire exigeant et une expression singulière du Pinot Noir. Chaque millésime révèle une nouvelle lecture du lieu, avec cet équilibre entre profondeur, finesse et émotion qui fait des grands vins de Bourgogne des références intemporelles.","corton-grand-cru-2019"
"Corton Grand Cru 2020 DRC","Domaine de la Romanée-Conti","2020","Bourgogne","Bourgogne","L'avis The Wine Watchers
Nous sélectionnons ce Corton Grand Cru 2020 du Domaine de la Romanée-Conti pour la noblesse de ses arômes, la précision de son interprétation par le domaine et sa capacité à exprimer avec justesse l'identité de la Bourgogne. Plus qu'un simple symbole de prestige, il représente une rencontre rare entre un terroir d'exception, un savoir-faire exigeant et une expression singulière du Pinot Noir. Chaque millésime révèle une nouvelle lecture du lieu, avec cet équilibre entre profondeur, finesse et émotion qui fait des grands vins de Bourgogne des références intemporelles.","corton-drc-2020"
"Corton-Charlemagne Grand Cru 2019 DRC","Domaine de la Romanée-Conti","2019","Bourgogne","Bourgogne","L'avis The Wine Watchers
Nous sélectionnons ce Corton-Chardonnay Grand Cru 2019 du Domaine de la Romanée-Conti pour la noblesse de ses arômes, la précision de son interprétation par le domaine et sa capacité à exprimer avec justesse l'identité de la Bourgogne. Plus qu'un simple symbole de prestige, il représente une rencontre rare entre un terroir d'exception, un savoir-faire exigeant et une expression singulière du Chardonnay . Chaque millésime révèle une nouvelle lecture du lieu, avec cet équilibre entre profondeur, finesse et émotion qui fait des grands vins de Bourgogne des références intemporelles.","corton-charlemagne-grand-cru-2019-drc-2"
"Corton-Charlemagne Grand Cru 2019 DRC","Domaine de la Romanée-Conti","2019","Bourgogne","Bourgogne","L'avis The Wine Watchers
Nous sélectionnons ce Corton-Chardonnay Grand Cru 2019 du Domaine de la Romanée-Conti pour la noblesse de ses arômes, la précision de son interprétation par le domaine et sa capacité à exprimer avec justesse l'identité de la Bourgogne. Plus qu'un simple symbole de prestige, il représente une rencontre rare entre un terroir d'exception, un savoir-faire exigeant et une expression singulière du Chardonnay . Chaque millésime révèle une nouvelle lecture du lieu, avec cet équilibre entre profondeur, finesse et émotion qui fait des grands vins de Bourgogne des références intemporelles.","corton-charlemagne-grand-cru-2019-drc"
"Corton-Charlemagne Grand Cru 2022 DRC","Domaine de la Romanée-Conti","2022","Bourgogne","Bourgogne","L'avis The Wine Watchers
Nous sélectionnons ce Corton-Chardonnay Grand Cru 2022 du Domaine de la Romanée-Conti pour la noblesse de ses arômes, la précision de son interprétation par le domaine et sa capacité à exprimer avec justesse l'identité de la Bourgogne. Plus qu'un simple symbole de prestige, il représente une rencontre rare entre un terroir d'exception, un savoir-faire exigeant et une expression singulière du Chardonnay . Chaque millésime révèle une nouvelle lecture du lieu, avec cet équilibre entre profondeur, finesse et émotion qui fait des grands vins de Bourgogne des références intemporelles.","corton-charlemagne-grand-cru-2022-drc"
"Echezeaux Grand Cru 2013 DRC","Domaine de la Romanée-Conti","2013","Bourgogne","Bourgogne","L'avis The Wine Watchers
Nous sélectionnons cet Echezeaux Grand Cru 2013 du Domaine de la Romanée-Conti pour la noblesse de ses arômes, la précision de son interprétation par le domaine et sa capacité à exprimer avec justesse l'identité de la Bourgogne. Plus qu'un simple symbole de prestige, il représente une rencontre rare entre un terroir d'exception, un savoir-faire exigeant et une expression singulière du Pinot Noir. Chaque millésime révèle une nouvelle lecture du lieu, avec cet équilibre entre profondeur, finesse et émotion qui fait des grands vins de Bourgogne des références intemporelles.","echezeaux-grand-cru-2013-drc-2013-2"
"Echezeaux Grand Cru 2015 DRC","Domaine de la Romanée-Conti","2015","Bourgogne","Bourgogne","L'avis The Wine Watchers
Nous sélectionnons cet Echezeaux Grand Cru 2015 du Domaine de la Romanée-Conti pour la noblesse de ses arômes, la précision de son interprétation par le domaine et sa capacité à exprimer avec justesse l'identité de la Bourgogne. Plus qu'un simple symbole de prestige, il représente une rencontre rare entre un terroir d'exception, un savoir-faire exigeant et une expression singulière du Pinot Noir. Chaque millésime révèle une nouvelle lecture du lieu, avec cet équilibre entre profondeur, finesse et émotion qui fait des grands vins de Bourgogne des références intemporelles.","echezeaux-grand-cru-2015"
"Echezeaux Grand Cru 2017 DRC","Domaine de la Romanée-Conti","2017","Bourgogne","Bourgogne","L'avis The Wine Watchers
Nous sélectionnons cet Echezeaux Grand Cru 2017 du Domaine de la Romanée-Conti pour la noblesse de ses arômes, la précision de son interprétation par le domaine et sa capacité à exprimer avec justesse l'identité de la Bourgogne. Plus qu'un simple symbole de prestige, il représente une rencontre rare entre un terroir d'exception, un savoir-faire exigeant et une expression singulière du Pinot Noir. Chaque millésime révèle une nouvelle lecture du lieu, avec cet équilibre entre profondeur, finesse et émotion qui fait des grands vins de Bourgogne des références intemporelles.","echezeaux-grand-cru-2017"
"Echezeaux Grand Cru 2020 DRC","Domaine de la Romanée-Conti","2020","Bourgogne","Bourgogne","L'avis The Wine Watchers
Nous sélectionnons cet Echezeaux Grand Cru 2020 du Domaine de la Romanée-Conti pour la noblesse de ses arômes, la précision de son interprétation par le domaine et sa capacité à exprimer avec justesse l'identité de la Bourgogne. Plus qu'un simple symbole de prestige, il représente une rencontre rare entre un terroir d'exception, un savoir-faire exigeant et une expression singulière du Pinot Noir. Chaque millésime révèle une nouvelle lecture du lieu, avec cet équilibre entre profondeur, finesse et émotion qui fait des grands vins de Bourgogne des références intemporelles.","echezeaux-grand-cru-2020"
"Echezeaux Grand Cru 2021 DRC","Domaine de la Romanée-Conti","2021","Bourgogne","Bourgogne","L'avis The Wine Watchers
Nous sélectionnons cet Echezeaux Grand Cru 2021 du Domaine de la Romanée-Conti pour la noblesse de ses arômes, la précision de son interprétation par le domaine et sa capacité à exprimer avec justesse l'identité de la Bourgogne. Plus qu'un simple symbole de prestige, il représente une rencontre rare entre un terroir d'exception, un savoir-faire exigeant et une expression singulière du Pinot Noir. Chaque millésime révèle une nouvelle lecture du lieu, avec cet équilibre entre profondeur, finesse et émotion qui fait des grands vins de Bourgogne des références intemporelles.","echezeaux-2021"
"Grands Echezeaux Grand Cru 2017 DRC","Domaine de la Romanée-Conti","2017","Bourgogne","Bourgogne","L'avis The Wine Watchers
Nous sélectionnons ce Grands Echezeaux Grand Cru 2017 du Domaine de la Romanée-Conti pour la noblesse de ses arômes, la précision de son interprétation par le domaine et sa capacité à exprimer avec justesse l'identité de la Bourgogne. Plus qu'un simple symbole de prestige, il représente une rencontre rare entre un terroir d'exception, un savoir-faire exigeant et une expression singulière du Pinot Noir. Chaque millésime révèle une nouvelle lecture du lieu, avec cet équilibre entre profondeur, finesse et émotion qui fait des grands vins de Bourgogne des références intemporelles.","grands-echezeaux-grand-cru-2017"
"Grands Echezeaux Grand Cru 2018 DRC","Domaine de la Romanée-Conti","2018","Bourgogne","Bourgogne","L'avis The Wine Watchers
Nous sélectionnons ce Grands Echezeaux Grand Cru 2018 du Domaine de la Romanée-Conti pour la noblesse de ses arômes, la précision de son interprétation par le domaine et sa capacité à exprimer avec justesse l'identité de la Bourgogne. Plus qu'un simple symbole de prestige, il représente une rencontre rare entre un terroir d'exception, un savoir-faire exigeant et une expression singulière du Pinot Noir. Chaque millésime révèle une nouvelle lecture du lieu, avec cet équilibre entre profondeur, finesse et émotion qui fait des grands vins de Bourgogne des références intemporelles.","grands-echezeaux-grand-cru-2018"
"Grands Echezeaux Grand Cru 2020 DRC","Domaine de la Romanée-Conti","2020","Bourgogne","Bourgogne","L'avis The Wine Watchers
Nous sélectionnons ce Grands Echezeaux Grand Cru 2020 du Domaine de la Romanée-Conti pour la noblesse de ses arômes, la précision de son interprétation par le domaine et sa capacité à exprimer avec justesse l'identité de la Bourgogne. Plus qu'un simple symbole de prestige, il représente une rencontre rare entre un terroir d'exception, un savoir-faire exigeant et une expression singulière du Pinot Noir. Chaque millésime révèle une nouvelle lecture du lieu, avec cet équilibre entre profondeur, finesse et émotion qui fait des grands vins de Bourgogne des références intemporelles.","grands-echezeaux-grand-cru-2020"
"Grands Echezeaux Grand Cru 2022 DRC","Domaine de la Romanée-Conti","2022","Bourgogne","Bourgogne","L'avis The Wine Watchers
Nous sélectionnons ce Grands Echezeaux Grand Cru 2022 du Domaine de la Romanée-Conti pour la noblesse de ses arômes, la précision de son interprétation par le domaine et sa capacité à exprimer avec justesse l'identité de la Bourgogne. Plus qu'un simple symbole de prestige, il représente une rencontre rare entre un terroir d'exception, un savoir-faire exigeant et une expression singulière du Pinot Noir. Chaque millésime révèle une nouvelle lecture du lieu, avec cet équilibre entre profondeur, finesse et émotion qui fait des grands vins de Bourgogne des références intemporelles.","grands-echezeaux-2022"
"La Tâche Grand Cru 2015","Domaine de la Romanée-Conti","2015","Côte de Nuits","Bourgogne","L'avis The Wine Watchers
Nous sélectionnons ce La Tâche Grand Cru 2015 du Domaine de la Romanée-Conti pour la noblesse de ses arômes, la précision de son interprétation par le domaine et sa capacité à exprimer avec justesse l'identité de la Bourgogne. Plus qu'un simple symbole de prestige, il représente une rencontre rare entre un terroir d'exception, un savoir-faire exigeant et une expression singulière du Pinot Noir. Chaque millésime révèle une nouvelle lecture du lieu, avec cet équilibre entre profondeur, finesse et émotion qui fait des grands vins de Bourgogne des références intemporelles.","la-tache-grand-cru-2015"
"La Tâche Grand Cru 2016","Domaine de la Romanée-Conti","2016","Côte de Nuits","Bourgogne","L'avis The Wine Watchers
Nous sélectionnons ce La Tâche Grand Cru 2016 du Domaine de la Romanée-Conti pour la noblesse de ses arômes, la précision de son interprétation par le domaine et sa capacité à exprimer avec justesse l'identité de la Bourgogne. Plus qu'un simple symbole de prestige, il représente une rencontre rare entre un terroir d'exception, un savoir-faire exigeant et une expression singulière du Pinot Noir. Chaque millésime révèle une nouvelle lecture du lieu, avec cet équilibre entre profondeur, finesse et émotion qui fait des grands vins de Bourgogne des références intemporelles.","la-tache-grand-cru-2016-drc"
"La Tâche Grand Cru 2017","Domaine de la Romanée-Conti","2017","Côte de Nuits","Bourgogne","L'avis The Wine Watchers
Nous sélectionnons ce La Tâche Grand Cru 2017 du Domaine de la Romanée-Conti pour la noblesse de ses arômes, la précision de son interprétation par le domaine et sa capacité à exprimer avec justesse l'identité de la Bourgogne. Plus qu'un simple symbole de prestige, il représente une rencontre rare entre un terroir d'exception, un savoir-faire exigeant et une expression singulière du Pinot Noir. Chaque millésime révèle une nouvelle lecture du lieu, avec cet équilibre entre profondeur, finesse et émotion qui fait des grands vins de Bourgogne des références intemporelles.","la-tache-grand-cru-2017"
"La Tâche Grand Cru 2019","Domaine de la Romanée-Conti","2019","Côte de Nuits","Bourgogne","L'avis The Wine Watchers
Nous sélectionnons ce La Tâche Grand Cru 2019 du Domaine de la Romanée-Conti pour la noblesse de ses arômes, la précision de son interprétation par le domaine et sa capacité à exprimer avec justesse l'identité de la Bourgogne. Plus qu'un simple symbole de prestige, il représente une rencontre rare entre un terroir d'exception, un savoir-faire exigeant et une expression singulière du Pinot Noir. Chaque millésime révèle une nouvelle lecture du lieu, avec cet équilibre entre profondeur, finesse et émotion qui fait des grands vins de Bourgogne des références intemporelles.","la-tache-grand-cru-2019"
"La Tâche Grand Cru 2021","Domaine de la Romanée-Conti","2021","Côte de Nuits","Bourgogne","L'avis The Wine Watchers
Nous sélectionnons ce La Tâche Grand Cru 2021 du Domaine de la Romanée-Conti pour la noblesse de ses arômes, la précision de son interprétation par le domaine et sa capacité à exprimer avec justesse l'identité de la Bourgogne. Plus qu'un simple symbole de prestige, il représente une rencontre rare entre un terroir d'exception, un savoir-faire exigeant et une expression singulière du Pinot Noir. Chaque millésime révèle une nouvelle lecture du lieu, avec cet équilibre entre profondeur, finesse et émotion qui fait des grands vins de Bourgogne des références intemporelles.","la-tache-grand-cru-2021"
"La Tâche Grand Cru 2022","Domaine de la Romanée-Conti","2022","Côte de Nuits","Bourgogne","L'avis The Wine Watchers
Nous sélectionnons ce La Tâche Grand Cru 2022 du Domaine de la Romanée-Conti pour la noblesse de ses arômes, la précision de son interprétation par le domaine et sa capacité à exprimer avec justesse l'identité de la Bourgogne. Plus qu'un simple symbole de prestige, il représente une rencontre rare entre un terroir d'exception, un savoir-faire exigeant et une expression singulière du Pinot Noir. Chaque millésime révèle une nouvelle lecture du lieu, avec cet équilibre entre profondeur, finesse et émotion qui fait des grands vins de Bourgogne des références intemporelles.","la-tache-grand-cru-2022-drc"
"Montrachet Grand Cru 2011 DRC","Domaine de la Romanée-Conti","2011","Bourgogne","Bourgogne","L'avis The Wine Watchers
Nous sélectionnons ce Montrachet Grand Cru 2011 du Domaine de la Romanée-Conti pour la noblesse de ses arômes, la précision de son interprétation par le domaine et sa capacité à exprimer avec justesse l'identité de la Bourgogne. Plus qu'un simple symbole de prestige, il représente une rencontre rare entre un terroir d'exception, un savoir-faire exigeant et une expression singulière du Chardonnay . Chaque millésime révèle une nouvelle lecture du lieu, avec cet équilibre entre profondeur, finesse et émotion qui fait des grands vins de Bourgogne des références intemporelles.","montrachet-2011"
"Montrachet Grand Cru 2017 DRC","Domaine de la Romanée-Conti","2017","Bourgogne","Bourgogne","L'avis The Wine Watchers
Nous sélectionnons ce Montrachet Grand Cru 2017 du Domaine de la Romanée-Conti pour la noblesse de ses arômes, la précision de son interprétation par le domaine et sa capacité à exprimer avec justesse l'identité de la Bourgogne. Plus qu'un simple symbole de prestige, il représente une rencontre rare entre un terroir d'exception, un savoir-faire exigeant et une expression singulière du Chardonnay . Chaque millésime révèle une nouvelle lecture du lieu, avec cet équilibre entre profondeur, finesse et émotion qui fait des grands vins de Bourgogne des références intemporelles.","montrachet-grand-cru-2017-drc"
"Richebourg Grand Cru 2015","Domaine de la Romanée-Conti","2015","Côte de Nuits","Bourgogne","L'avis The Wine Watchers
Nous sélectionnons ce Richebourg Grand Cru 2015 du Domaine de la Romanée-Conti pour la noblesse de ses arômes, la précision de son interprétation par le domaine et sa capacité à exprimer avec justesse l'identité de la Bourgogne. Plus qu'un simple symbole de prestige, il représente une rencontre rare entre un terroir d'exception, un savoir-faire exigeant et une expression singulière du Pinot Noir. Chaque millésime révèle une nouvelle lecture du lieu, avec cet équilibre entre profondeur, finesse et émotion qui fait des grands vins de Bourgogne des références intemporelles.","richebourg-grand-cru-2015"
"Richebourg Grand Cru 2016","Domaine de la Romanée-Conti","2016","Côte de Nuits","Bourgogne","L'avis The Wine Watchers
Nous sélectionnons ce Richebourg Grand Cru 2016 du Domaine de la Romanée-Conti pour la noblesse de ses arômes, la précision de son interprétation par le domaine et sa capacité à exprimer avec justesse l'identité de la Bourgogne. Plus qu'un simple symbole de prestige, il représente une rencontre rare entre un terroir d'exception, un savoir-faire exigeant et une expression singulière du Pinot Noir. Chaque millésime révèle une nouvelle lecture du lieu, avec cet équilibre entre profondeur, finesse et émotion qui fait des grands vins de Bourgogne des références intemporelles.","richebourg-grand-cru-2016"
"Richebourg Grand Cru 2017","Domaine de la Romanée-Conti","2017","Côte de Nuits","Bourgogne","L'avis The Wine Watchers
Nous sélectionnons ce Richebourg Grand Cru 2017 du Domaine de la Romanée-Conti pour la noblesse de ses arômes, la précision de son interprétation par le domaine et sa capacité à exprimer avec justesse l'identité de la Bourgogne. Plus qu'un simple symbole de prestige, il représente une rencontre rare entre un terroir d'exception, un savoir-faire exigeant et une expression singulière du Pinot Noir. Chaque millésime révèle une nouvelle lecture du lieu, avec cet équilibre entre profondeur, finesse et émotion qui fait des grands vins de Bourgogne des références intemporelles.","richebourg-grand-cru-drc-2017"
"Richebourg Grand Cru 2018","Domaine de la Romanée-Conti","2018","Côte de Nuits","Bourgogne","L'avis The Wine Watchers
Nous sélectionnons ce Richebourg Grand Cru 2018 du Domaine de la Romanée-Conti pour la noblesse de ses arômes, la précision de son interprétation par le domaine et sa capacité à exprimer avec justesse l'identité de la Bourgogne. Plus qu'un simple symbole de prestige, il représente une rencontre rare entre un terroir d'exception, un savoir-faire exigeant et une expression singulière du Pinot Noir. Chaque millésime révèle une nouvelle lecture du lieu, avec cet équilibre entre profondeur, finesse et émotion qui fait des grands vins de Bourgogne des références intemporelles.","domaine-romanee-conti-richebourg-2018"
"Richebourg Grand Cru 2020","Domaine de la Romanée-Conti","2020","Côte de Nuits","Bourgogne","L'avis The Wine Watchers
Nous sélectionnons ce Richebourg Grand Cru 2020 du Domaine de la Romanée-Conti pour la noblesse de ses arômes, la précision de son interprétation par le domaine et sa capacité à exprimer avec justesse l'identité de la Bourgogne. Plus qu'un simple symbole de prestige, il représente une rencontre rare entre un terroir d'exception, un savoir-faire exigeant et une expression singulière du Pinot Noir. Chaque millésime révèle une nouvelle lecture du lieu, avec cet équilibre entre profondeur, finesse et émotion qui fait des grands vins de Bourgogne des références intemporelles.","richebourg-2020"
"Romanée St-Vivant Grand Cru 2013","Domaine de la Romanée-Conti","2013","Côte de Nuits","Bourgogne","L'avis The Wine Watchers
Nous sélectionnons ce Romanée-St-Vivant Grand Cru 2013 du Domaine de la Romanée-Conti pour la noblesse de ses arômes, la précision de son interprétation par le domaine et sa capacité à exprimer avec justesse l'identité de la Bourgogne. Plus qu'un simple symbole de prestige, il représente une rencontre rare entre un terroir d'exception, un savoir-faire exigeant et une expression singulière du Pinot Noir. Chaque millésime révèle une nouvelle lecture du lieu, avec cet équilibre entre profondeur, finesse et émotion qui fait des grands vins de Bourgogne des références intemporelles.","romanee-st-vivant-grand-cru-2013"
"Romanée St-Vivant Grand Cru 2014","Domaine de la Romanée-Conti","2014","Côte de Nuits","Bourgogne","L'avis The Wine Watchers
Nous sélectionnons ce Romanée-St-Vivant Grand Cru 2014 du Domaine de la Romanée-Conti pour la noblesse de ses arômes, la précision de son interprétation par le domaine et sa capacité à exprimer avec justesse l'identité de la Bourgogne. Plus qu'un simple symbole de prestige, il représente une rencontre rare entre un terroir d'exception, un savoir-faire exigeant et une expression singulière du Pinot Noir. Chaque millésime révèle une nouvelle lecture du lieu, avec cet équilibre entre profondeur, finesse et émotion qui fait des grands vins de Bourgogne des références intemporelles.","romanee-st-vivant-grand-cru-2014"
